,ID_INTERVISTATO,SOLL_MOT
8697,6333_9_43dee525aef7b1d86f528920ded32535,Perche il primo operatore non aveva comunicato del guasto
8699,6333_9_43fbd12d777b5f89143cd8cd5a0f09d7,Perché dop il primo intervento il problema si è ripresentato
8701,6333_9_442810383c98c8d119f3064c3d0aa452,Perché no funziona nulla
8703,6333_9_4441bdbfd59dbd573456ff0a33827d4e,Perche il problema non si è risolto
8704,6333_9_445ab4e15cc3630b26f8f53cfba10e35,Perche nessuno vuole riparare il guasto esterno in quanto scomodo da raggiungere
8706,6333_9_447e1eab4a6670c0cfe58851ac7f5547,Tempi troppo lunghi e abbiamo una attività
8707,6333_9_448aa7f9198f52a5cf08557b996c3ce6,Ho inviato via Pec richiesta di sostituzione modem difettoso ma non sono stato ancora contattato.
8710,6333_9_44a8080e402e4c2a2f968d25fa1ba621,"Dalla data della richiesta attivazione della fibra sono passati oltre 10 giorni lavorativi, non sono stato contattato da nessuno, attualmente non ho nessun collegamento alla linea internet l'ADSL non mi funziona, la sposta è stata che debbo attendere la fibra"
8711,6333_9_44a9bf87bf93f5d2a1691cc418f92517,Inadempimento
8714,6333_9_44f67b937116f37f2273cbde247d8632,Xchè essendo un ufficio la necessità era alta. Guasto iniziato venerdì pomeriggio è risolto lunedì tarda mattinata Nel pomeriggio passato tecnico ma oramai si era risolto
8720,6333_9_45401f249e3d4ce05b7a56fa687ee7b1,"Ho dovuto sollecitare che intervenisse la squadra di giuntisti.  In quanto dopo la risistemazione di 4 pali, per 5/6 giorni non si è più visto nessuno per giuntare i cavi. L'operatore di zona si negava al telefono.  Chiamavamo solo per avere qualche novità, ma gentilmente chiudeva la telefonata. Non si può lasciare al giorno d'oggi un'attività per 15 giorni senza linea telefonica e adsl."
8721,6333_9_45456e8cef642e2195c6899b6c1f761a,Perché mi era stato inizialmente detto che avrebbero risolto entro le 24 ore
8726,6333_9_45986c3d6ce6e798d6789b819555179b,Dopo 15 giorni non erano ancora venuti ho perso tutti gli appuntamenti di lavoro
8727,6333_9_45a137e0af626237c75c391bdba4a383,Perché il problema non era stato risolto
8729,6333_9_45caae44ab437a09c569e753f8e48a6e,Ancora non hanno risolto il mio problema
8732,6333_9_45cff3e70a08fa1aef017ce8853cb73f,Non abbiamo ancora risolto il problema da 10 gg
8733,6333_9_45d47d4dddbd1dd39229888b8679c6ad,perche' non si e' mai risolto il problema fino a che non sono venuti due tecnici della TIM in quanto i tecnici delle societa' esterne non hanno mai capito nulla!
8734,6333_9_45d586b7a7eb5bf4ec0166eb093940a0,non riuscivano a risolvere
8736,6333_9_45e14ae975aef7385801b7b07315b546,Avevo urgenza
8740,6333_9_4628ca37af8755881439b693fcb3e8c2,Il problema non è stato risolto nonostante le rassicurazioni dell'operatore
8742,6333_9_462d8f23160e6c645fa7f042d3f0328e,Mi hanno mandato messaggio di risoluzione ma non era vero
8743,6333_9_463c2f9d464948ccf9c63006254940e3,Linea intermittente
8746,6333_9_46725bdf47c5d3031f4a564c56c8e016,mancato funzionamento nonostante più richieste di risoluzione.
8749,6333_9_46d2abb35b84419275eb883dfc289066,Incompetenti patentati
8754,6333_9_4720cd5f84b201bd2941283182463ea8,Perché il problema non è stato ancora risolto.
8755,6333_9_4727e78e157e39b6ca9e0ce03b2c8257,"Voce ripristinata, adsl a singhiozzo"
8757,6333_9_476aa4509bb9cde1ee3c40c818cb5667,"In quanto colui che mi ha risposto al telefono ha detto che il problema era il mio, ma non credevo che tutti i miei 20 dispositivi associati siano non funzionanti. Prima di rubare soldi alla gente, riguardate il vostro servizio, io grazie al cielo sto passando a Fastweb"
8760,6333_9_4794a1d612a6f83b08741a7c846dfe58,Urgenza lavoro
8761,6333_9_47a41d17e8ac7aae3791296b4c9c32a0,Guasto non risolto
8765,6333_9_47f3bd6ae4f1d3d1e032cca6341ea684,Perché si è riproposto il guasto
8766,6333_9_47fd6a13f501f94517ef918b98d1499c,Perché a oggi il problema non è stato risolto
8768,6333_9_4824ef7c3aaec1a233c8fe2989fa7f24,L'operatore del numero verde per le linee interbusiness mi diceva che la linea non era gestita da loro e di contattare il 191. Il 191 diceva che la linea è una linea interbusiness e di contattare il numero verde.
8769,6333_9_482cb4dbe1805d42977b6a56fb2997f2,Perché non interveniva nessuno
8772,6333_9_487189f80f68946cabc00af4b4da5b73,Il problema si è ripresentato e c'è tutt'ora
8773,6333_9_48725b904b2141e5d03e79da98adde48,Perché nessuno mi dava la stessa risposta cioè gente incompetente
8775,6333_9_488197e863da9ea7c68aee9cd4bca73f,Perché per più di dieci giorni la nostra azienda è rimasta senza telefono fisso.
8777,6333_9_488721c047fb9fc7e53f7714042e27f9,Perché sono rimasto isolato con il telefono più di 18 giorni. Vergognoso i solleciti sono stati circa 40
8780,6333_9_48afe111d4fd99b8d6d8736186a0efd4,Perché non è stato risolto il problema
8782,6333_9_48b99d0b06e16fc1a038091fa6d31f8e,"Non mantenete gli appuntamenti, per tre volte non si è presentato nessuno"
8784,6333_9_48d39b8fe11e30adfd0ec6b9f1128b99,Penso che dovreste vendere patate
8790,6333_9_4944cf3b7e072ebacbaba3d99b00755c,Dopo alcuni giorni dalla segnalazione non si è presentato nessuno ed il problema persisteva ho richiamato il 191
8793,6333_9_49526a4797d2e943befbbb418866a917,Non è venuto nessuno dopo24 ore
8796,6333_9_49937472ffcc0aa7b1039103e9a7ea4a,Non si risolveva il guasto
8797,6333_9_49cdde26b9477285d0ab93f240d9bf8e,Il guasto era ripetuto e tutt' ora non ho la certezza che sia stato risolto.
8798,6333_9_49fb4807d565173b271fcd1082353663,la segnalazione di guasto non era in carico
8799,6333_9_49fdd3deccfd4f7963fc224dce3964af,La richiesta era stata chiusa senza che il problema fosse stato risolto. Inoltre successivamente è passato molto tempo prima dell’intervento.
8803,6333_9_4a33d5d78a9397faccc2690c2933dafe,Perché il guasto non veniva risolto
8805,6333_9_4a6f47fb0325c6fc73d6c9542c515e8c,"L operatore continuava a dire che la linea secondo loro era funzionante, nonostante gli ripetevano che avevamo escluso tutta la parte interna e collegato direttamente un telefono sulla borchia isdn. Non sono stati in grado di resettare la borchia isdn"
8808,6333_9_4ab6f938497489a2174a2349bba60e08,"Ho dovuto segnalare 3 volte il guasto sono rimasta quasi un mese con la linea guasta il tecnico scrivevano che aveva risolto ma io ho visto il tecnico solo dopo la 3 segnalazione , scopro che il guasto erano i cavi scollegati nella cassetta di servizio sita in cantina, deduco che nessuno era venuto a verificare nulla prima di quel giorno.Segnalo che mi era stato Promesso un servizio di trasferimento di chiamata Su un numero di supporto , servizio che non ha mai funzionato ,  pazzesco."
8815,6333_9_4b510d649a84ded94a518dc6364fd233,incapacità operatori e menefreghismo e rimpallo da uno all' altro. l.ultimo operatore competente ha risolto da 10 lode
8816,6333_9_4b7602661f9b28f284106ce8ac9bb0c4,Il problema non veniva risolto anzi peggiorato dai tecnici
8818,6333_9_4b7de22a1e95561ff40cda06f74bad8c,Non si risolveva il problema
8819,6333_9_4baa9be4fd93fc090ce444322b5c4340,Troppo tempo
8821,6333_9_4baf465ce5b0585063225db83de1aa1d,Sono passAti tanti giorni e un operatore è stato veramente maleducato
8822,6333_9_4bbb70c8b09596a7dfb081c949f5de8b,2
8823,6333_9_4bbf52bb3e69b637d5dbcf8c3de97561,Perché dopo essere intervenuto il tecnico A PAGAMENTO non è cambiato niente anzi....... la linea ha avuto un ulteriore problema
8828,6333_9_4c018d2efb28b30b337a8d19ea029281,"Non hanno risolto, ancora oggi niente"
8830,6333_9_4c0d12647f45f6396ea34f824e61d6a8,"Al 187 per ben 2 volte hanno risposto operatori dalla Romania. Solo alla terza chiamata ha risposto un operatore italiano il quale mi ha riferito che le precedenti chiamate erano state segnalate come richiesta di informazioni, non di intervento. Sono italiana e ho un titolo di studio superiore (laurea) credo di sapermi esprimere con un buon italiano. Temo che, invece,  le operatrici rumene salvo ripetere ossessivamente di stare tranquilla che avrebbero risolto il guasto, hanno segnalato altra cosa. Ora, dopo aver perso una settimana con interruzione del servizio internet, sono intervenuti i tecnici che stanno tentando di risolvere il guasto. Il mio riscontro negativo e’ rivolto al 187, ossia ai risponditori stranieri, non a quelli italiani e  non ai tecnici. Saluti"
8833,6333_9_4c3526010b54788064cd3689a83ce58b,Ho chiamato la prima volta ma non hanno fatto nul
8834,6333_9_4c729c313b94f0c0084a4f38d5cd167f,Da gennaio a tutto marzo abbiamo avuto una miriade di guasti ogni operatore diceva una cosa diversa assistenza pessima
8835,6333_9_4c96553f5766195e1bf8f35ae1eb6430,Mancato allineamento
8837,6333_9_4ca99a3653eeb1ca115142ae8486d3e5,Perché per due volte gli SMS indicavano che il problema era stato risolto ma il problema persisteva.
8838,6333_9_4ca9a19bc31aa11b4c161f1919470f14,"Ho atteso 2 giorni la riparazione, ma nessun tecnico mi ha mai chiamato. Sono trascorsi già 7 giorni ma nessuno mi ha contattato."
8840,6333_9_4cc5f931539d131a2d4930a44c885113,Perche per tre settimane non ho avuto la linea telefonica fissa
8841,6333_9_4cda6c873e89665e710114df8bf7140e,"Tre giorni di blackout completo a cavallo della fine del mese con tutto ciò che ne consegue a livello contabile e amministrativo. Nessuna informazione sulla risoluzione del guasto o sulla causa del problema. Millantato intervento tecnico mai arrivato. Nessuna offerta per ""tamponare"" il disagio.  Stiamo seriamente valutando di cambiare operatore."
8844,6333_9_4d13b8e227f68c42d0b54f19ba31f2c4,Perche’ non mi era arrivato sms Di presa in carico del guasto
8846,6333_9_4d2c48f16e95746134221ada0d1a6404,Problemi di linea vecchia e distanza dalla centrale.
8847,6333_9_4d33411255d7a9f8d71a4c63b002b744,Per la persistenza del guasto e disservizio. Non sono neanche stato contattato per essere avvertito dell'inizio inizio lavori. Nei vari gg di intervento il servizio ADSL è stato parzialmente riattivato nelle ore notturne fatta eccezione fi 1/2 giorni di oscuramento totale
8851,6333_9_4d721dabbfcea6dfb8eb37da9e063238,il telefono e il fax non funzionano e mi si diceva sempre che il guasto era in lavorazione!!! Falsità
8855,6333_9_4dfbaa3b488334684f860ea14381445b,"La linea è lentissima , ho chiesto di passare da 7a 20 mega non essendoci la fibra. Ho dovuto fare 3chiamate per ottenere ciò. Attualmente sono in attesa della trasformazione, e la linea continua ad essere lentissima. 10 all'ultimo operatore con cui ho parlato zero ai precedenti"
8859,6333_9_4e1f781e4e636744036b2d6e52d9a5c2,Appuntamenti presi e mai rispettati per attivazione fibra.
8861,6333_9_4e93d0a1be186d669fea3712cd4281fb,Continuavano a non risolvere problema
8862,6333_9_4e95e574f5c8e41d85a9c9e2bf6c4b61,Ho avuto a che fare con Operatore a cui non interessa risolvere il problema segnalato.
8864,6333_9_4ebb3788d6e4a713ab1d350364625750,"Perché,   ancora c'era il guasto"
8866,6333_9_4eebaaf948033fe3eb7b026774685fc8,perchè si ritarda a fare l’intervento d comunque senza mai risolvere
8867,6333_9_4ef3b05b69714f6a2b61b5b49e7992c2,"Il 1 marzo segnalato il guasto. Il 7 marzo risollecitato, il 22 sollecitato di nuovo. In quest'ultimo caso il guasto è stato subito riparato e ho ricevuto sia il messaggio di avvenuta riparazione sia la telefonata dell'operatore che mi chiedeva conferma sulla risoluzione del guasto."
8880,6333_9_4fbbc9519005b648a8c34360a09bb066,Internet no ha funzionato tutta la mattina di sabato
8881,6333_9_4fdf8c056c7e64d666684f9a8bd7748f,"Appurato che il guasto dipendesse da tim , non hanno risolto il problema segnalato venerdi 23/2 24/2 25/2 26/2-il 27 mi arriva messaggio che avevano sistemato,ma continua a non funzionare richiamo segnalo ,non ho avuto piu nessuna risposta.attualmente continua a non funzionare.pessimi"
8884,6333_9_500ec9afbfb20a8033346e4d0b81b80a,"Ci è stato risposto che era un problema sulla vs centrale e dopo 4 gg di assenza segnale ADSL , successivamente ci è stato detto che era un problema al modem, abbiamo dovuto collegare un nostro modem, per avere il collegamento ADSL"
8885,6333_9_501022ad1ad7138d389757d77053f9e8,Dopo 10 giorni ero ancora in attesa di averla la linea adsl
8886,6333_9_50389f4add68c071151c87cded995164,Nonstante i ripetuti solleciti e le rassicurazioni ricevute la linea telefonica non è stata riparata
8887,6333_9_5049193aee4d7505f287b71d16aa3285,Cade sempre la Linea!!!!!!
8895,6333_9_50f15e9ff70772920f1fbfd26dc63531,Non funziona adsl
8896,6333_9_50fd0b3a03072cecdacb3278bd23736d,Perché non  si è risolto il problema
8898,6333_9_510df5d99d418d20874d2ee5230127e0,Inefficienza e disinformazione da parte di tutti e soprattutto da parte di Vs ufficio commerciale Easy World. Vi informo di aver dato mandato al Ns Avv. di procedere nei Vs confronti per quantizzare il danno .
8900,6333_9_513b9289051f9b17d71ba107d83d8710,Non funzionava niente
8901,6333_9_513fdd6b03f26cfcff1361e8f1076da1,Per un cambio gestore e per avermi staccato la linea prima del dovuto
8903,6333_9_51866d98706eede9dbc1854da8ced668,Perché mi hanno detto che mi avrebbe ricontattato il tecnico e non.lo ha fatto ....preciso che non è un intervento per me personalmente ma per il supermercato dove lavoro
8905,6333_9_5195581d4d2af9e9e052ca79d567ab35,non si presentava nessuno a risolvere il problema e continuavano a dire passeremo passeremo
8906,6333_9_51956e58e0ae6aadaf61b87a1b42b668,"Per la mancata risoluzione entro i termini previsti, lunga attesa per la risoluzione siccome io senza linea fissa non riesco a lavorare!"
8907,6333_9_51f2432e1bb62bc386281b3b390c0bb0,Stesso blocco 2 volte in una settimana
8911,6333_9_5222382170966bd64e65f6749e529f8c,Ritardo di intervento
8916,6333_9_52804332bc0f3e0dfbc3d86510b0d8c4,Perchè la mancanza di internet era a singhiozzo un po c'era e un po no
8918,6333_9_52ece88d242ab5397da66c51c740f38f,Perché a distanza di 10 giorni il problema nn è stato risolto e nn mi è stato dato di capire cosa sia successo effettivamente.
8919,6333_9_5302939589e6a00f8a06620ea6500270,No si riusciva a disattivare il trasferimento di chiamata
8921,6333_9_5305d67085a11780716a0b645906adfd,Perché la mia attività commerciale si è dovuta fermare a causa del guasto
8923,6333_9_5336a58a888378333c6ec33a926abf95,Il telefono non suona da linea libera
8925,6333_9_5381d1cb0a4cb47b64ef14e0b6113c00,Dopo le prime rassicurazioni nulle è cambiat
8930,6333_9_53e5480386e3ef2e015fc5cebf8b8ac1,Mancata risoluzione Nessuna notizia Risposte carenti
8932,6333_9_54143ab41dee0ab4bd9d29260cc36032,"Perché siamo un ospedale veterinario con servizio pubblico di pronto soccorso. Siamo rimasti senza linea per 3 giorni, pur garantendoci risoluzione in 24 ore. Dopo 1 giorno di normalizzazione la linea si è guastata ancora."
8938,6333_9_5480c85c1e318f6dd96adc42bbca2e0c,Mancata risoluzione del guasto
8943,6333_9_5525d90792ab9863f887ab44979e0eb8,Perche8i tempi erano lunghi
8946,6333_9_5543c8717e8d682b4649dc0e9b6363f5,Il tecnico doveva intervenire il 21/03 e poi è stato posticipato al 23/03 e noi siamo un'azienda perciò è molto importante essere efficienti con la rete
8948,6333_9_5554dd672b8ad0105d89b7eca9ddf934,Uso professionale della linea adsl
8951,6333_9_55b39198ce6c9925e0ee83df077a4cfd,"Tim non riesce a capire il problema per cui li contatto, non riescono a risolverlo. Dovrò cambiare gestore"
8955,6333_9_55d7fc00eafe91fa904e073e59a92966,Perché il problema non è stato risolto mi è stata data una risposta vaga e non risolutiva
8958,6333_9_565f98e95d4515e0d0f27b84063ee462,Non ancora fatto
8966,6333_9_56e60c0401e356150ea9b80a1397afc3,Non si risolve nulla. Sono sempre soluzioni tampone
8967,6333_9_56f7d383924842889475cf2d210aa9c2,Perché dovendo lavorare non è possibile al giorno d'oggi chiamare l assistenza ogni giorno. Sottolineo mai successo con altri operatori. Mai avuto problemi. Per non parlare della fattura! Spese di attivazione !!!!
8969,6333_9_57044a46dec1bbffa9d79692d9faff51,"Discontinuità nel servizio, non rispetto dei tempi poca informazione sul guasto e nessuna alternativa per poter eseguire la nostra attività operativa come da noi proposto"
8970,6333_9_570c16345c085acc2bdafdeb3d6c47c2,Ho una linea che ha problemi in continuazione
8978,6333_9_57df1eaa7e643a4d8d6a3e08428b6ee4,Per assenza dsl
8979,6333_9_57e520d5b4683fc2f27f2bbd64e2628e,Perché avendo un azienda ero senza telefono e linea internet e dovevo lavorare in grave disagio
8983,6333_9_582601dda5a15e849f6dfb212a785787,Per conferma del giorno della riparazione
8986,6333_9_589d6ca61be7261b6a613d646af92aea,Hanno chiuso per tre volte il  guasto perchè era risolto e tuttora il tel non funziona.Uno schifo
8991,6333_9_5941156d9531122ead7a8f1e2218db09,Perche' l'assistenza clienti non mi mandavano il tecnico
8992,6333_9_598d5530612381498d7b6e07f9c3f1a2,"Mi hanno staccato la linea per 7 giorni, non sono riusciti a risolvere il problema, creato quasi certamente da un tecnico che aveva aperto la pratica senza poi poterla richiudere. Al 191 ho trovato personale sia completamente incompetente che disponibile. Ho dovuto fare ben 3 chiamate al 191 perché un operatore affermava cose opposte ad un altro. Per un’azienda è spiacevole rimanere senza linea. È per questo che il collegamento internet l’ho passato ad un altro operatore. Dovreste essere molto più presenti."
8993,6333_9_59bec35c5c308c84913e96fce19a39f6,Non funziona adsl da 5 giorni e non possiamo lavorare rischiamo la sospensione del servizio per i soccorsi stradali in quanto non possiamo inviare via mail e via online la documentazione con scadenza 24h dal recupero . Non possiamo fatturare alla pubblica amministrazione ne a privati in quanto secondo la normativa vigente la fatturazione deve essere online
8994,6333_9_59bf718c8f4af7dc7caee42a94032da0,"Perché il problema si è verificato di venerdì pomeriggio mi era stato detto che il problema sarebbe stato risolto per il giorno seguente, poi il lunedì il problema era ancora presente allora al mattino ho fatto il primo sollecito poi non mi è stato detto niente allora al pomeriggio ho sollecitato di nuovo anche perché è un negozio. Poi lunedì sera mi è arrivato un SMS che era tutto sistemato ma così non era allora ho richiamato dicendo che il guasto non era risolto, poi martedì finalmente è arrivato un tecnico è finalmente a risolto il problema."
8997,6333_9_59d786f7abb51af4349b060d6c7f1501,Perché siamo passati in carico per 7 tecnici esterni a Tim prima di avere il tecnico Tim competente
8998,6333_9_59fe3fe3ebae316b5b61c5f8c266c51d,La riparazione non è stata effettuata correttamente. La linea non funziona ancora dopo 3 gg dalla segnalazione. Siamo una a azienda e lavoriamo col telefono!
9001,6333_9_5a5ad702eb090359df8c1b248e4acd0d,Non ve ne importava nulla del cliente.
9004,6333_9_5a862ffe0d24a3f6d9238fcbc4d50fa1,"Dicevano che il problema non era della linea ma del mio impianto , ho dovuto chiamare un elettricista a mie spese ma il problema era della vostra linea come sostenevo dall inizio"
9005,6333_9_5a8b5fa1f334265d66a12511650c8aad,"Nessuno intervenyobda parte del tecnico e nessuna comunicazione di quelle fosse il guasto, lasciando un’ attività commerciale senza internet per 5 giorni"
9007,6333_9_5aa8ca60386c175c11ee1670c45fd7cf,"Perché l'sms di presa in carico diceva che sarebbe stato risolto in una data, non rispettata di diversi giorni nonostante rassicurazioni. Ci si chiede in base a cosa l'operatore abbia confermato. NB controllate quante segnalazioni sono state fatte per lo stesso guasto a partire dal 17/11/2017. Ogni volta che pioveva c'era linea isolata. E se smetteva di piovere (e il guasto rientrava da solo) il tecnico di turno mi chiamava basito come se fossi io in torto perche la linea non aveva nulla. Esattamente nello stesso periodo, nonostante tanti disservizi che hanno causato evidenti difficoltà per la connessione POS-BANCOMAT, ho ricevuto vostra comunicazione che le tariffe aumentano. Domanda: Voi cosa fareste al mio posto? Cordialmente. Un vostro abbonato da 50 anni.  PS la domanda immediatamente successiva a questa mi chiede se il problema dopo la soluzione si é ripresentato: Questa volta deve ancora piovere, le altre 4volte SI, si é ripresentato."
9008,6333_9_5acf19b10bfa72022991bac16830a326,"Internet ,si da il caso che da quando ho chiesto informazioni su fibra(non accettato),è lentissima e incostante."
9012,6333_9_5b113ccbb852082c74b001185755145d,24 ore senza linea telefonica in un ufficio
9017,6333_9_5b79c16f905df13c36fe19c95d10d520,Non ricevevo alcuno supporto
9021,6333_9_5b9c565e2d064983daeac4f08bc220a7,Trascorsi 8 giorni e poi mancata soluzione del problema
9023,6333_9_5bc1244966d7c0c5e476fd188ff2a330,"Wir werden mindestens 10  mal am Tag aus dem Internet geworfen. Weiters geht es sehr, sehr langsam."
9024,6333_9_5bc6cc03161e9a2d1bffe821cfd0b9b6,Per il mancato intervento da parte vostra
9025,6333_9_5bc77f335eee14eb85fd4ce31b7296f3,Non c’ era più linea
9027,6333_9_5bd1d91f351eb6d1500781645b2cc507,Non avevamo internet
9031,6333_9_5c08a2244cc250735dccc93e4160e21c,Perché i fili esterni non vengono sistemato
9032,6333_9_5c0ced5f027245690ad1d87cb33d44db,Perché ritardava L sms di conferma con l’agenda del tecnico
9037,6333_9_5c6576b41dac798fdbe2716576be2397,"Non si è presentato nessuno mei tempi previsti, una telefonata a 4 ore dalla prima chiamata solo per dirmi che non era di sua competenza e che sarei stato richiamato al più presto. Il secondo giorno si è presentato un tecnico che ci ha detto che il router era da sostituire e che sarebbe venuto un tecnico il lunedì Mattina visto che eravamo al sabato mattina, il lunedì mattino si è presentato un tecnico dicendo che non poteva fare nulla perché non aveva nulla. Solo al pomeriggio è venuto un tecnico bravissimo che si è accorto che il router era solo da riconfigurare e così ha fatto. Problema risolto. Per lo meno fino ag oggi. Incredibile!!! Nessuno prima dell’ultimo era andato nelle configurazione del router per vedere il problema...."
9040,6333_9_5cb47ba9a08b387549e06b7c697ea7d0,Bon avete ancora risolto i problemi.
9042,6333_9_5cdff58beac2da2cfbb5be321b97cc39,"Perche non si e risolto il problema e nessuni sa dare spiegazioni del guasto, parlo per un nuovo allaccio"
9054,6333_9_5da43dbbdbe12eef47064080402fecc1,perché non risulta nessuna rete internet attiva e nessun operatore con cui ho parlato  mi sa risolvere il problema
9055,6333_9_5dccc1b57058c182a1165bc0f89326bc,Perche dopo 7 gg ancora non erano in grado di risolvere il guasto
9060,6333_9_5e4ff11e327da93f7e20bb83dc7fe647,Le risposte erano sempre diverse
9062,6333_9_5e538df6e230897188895c190f6586bb,Poiché la linea telefonica appartiene ad un ambulatorio di medicina di base
9063,6333_9_5e76089582c908f98c02530659b51040,Perché alla prima segnalazione non siete intervenuti
9064,6333_9_5e8018a98dc21c83d728bfa7013b605d,Il problema non veniva mai risolto
9067,6333_9_5eaba1992cabf0470ba2ea514bb31cb0,Al quarto giorno dalla segnalazione del guasto non è ancora stato risolto!!!!!
9068,6333_9_5ec69e35e92b58e7d58cef8c3113df9e,Perche' il guasto era sulla linea di un negozio e il guasto bloccava il pos
9069,6333_9_5eda8773f77eb85432ffa9dfeb593b5a,Per problemi di ricezione del bonifico tramite pec
9072,6333_9_5eebb77d205a3cd9074b3ba424ba34cc,Ho fatto un contratto telefonico per due linee una ho avuto già il tecnico per l’altra non sa niente nessuno mi hanno detto più volte che mi avrebbero contatto ma non ho sentito assolutamente nessuno la Linea mancante è ######### invece quella dove il tecnico è già venuto è ######### sono davvero molto deluso
9074,6333_9_5f27de5d6fe43ac0776dd9eed7f83736,Il problema non è stato risolto da ben 7 giorni. Ad oggi non sto riuscendo a lavorare
9075,6333_9_5f2bd85c54afc0e77f99755c1f752307,Per l intervento e la risoluzione del problema
9076,6333_9_5f4a5220495fee65c959b44223b9e132,Trasloco non effettuato
9080,6333_9_5f88b56438a24c2d648e38a37ff64ee0,Non sono stati capaci
9083,6333_9_6010ba632a847936f369e46e97b7302e,Il problema sembrava risolto poi si ripresentava
9084,6333_9_60120a8279e3472b9a717b118ad55dae,Non si risolveva il problema
9085,6333_9_6027a632cc868f571ac5710c42bf6158,Il guasto non veniva risolto
9088,6333_9_606d392ef62149c12c346534d7bb9289,Non era stato risolto la prima volta
9089,6333_9_607862804b8e53ce76f6149b7b0f7f37,Non riuscite a traslocare 4 linee causa cavi guasti e non li riparate.siete inutili e inefficienti. Esporre i fatti a tutti i giornali. Francesco Gatto
9090,6333_9_607e00bb5d3935e67b9e14c48ba29605,"La prima segnalazione del 9 marzo. Oggi è 12 marzo e questa è un'azienda in cui telefono, fax e internet sono vitali per il lavoro"
9091,6333_9_6084e8f446227bed900e66b61fba12b1,Sono 5 anni di disservizio su in attività
9093,6333_9_6091cf7738be6cb968fe1e70936e0eaa,Perché il guasto non è stato risolto in tempo e perché il tecnico sosteneva di avermi contattato senza averlo fatto
9094,6333_9_60abfb2219f3645fa819701044e75f6b,Problema non risolto. Sms inviata errata per problemi amministrativi non esistenti
9095,6333_9_60b94bdf2aa75b90e267d946c3cab71a,secondo voi? perché non siete intervenuti a riparare il guasto
9096,6333_9_60c51a6ef62509d9af782fdf43d6b8c2,Per ADSL internet linea telefonica che non funziona da 2 mesi!!!!
9100,6333_9_60eac4f66a1ef83954af287a41d72872,Era sbagliato il numero telefonico dove c’è il guasto
9104,6333_9_6115529335831fe77649e6a1e00cb1d8,Chiamo gia' dall' 8 gennaio per un guasto alla Linea fissa ######### non funziona
9105,6333_9_611bc1451d11f00aa8ef0dc52ba4c128,Non funziona bene il servizio
9106,6333_9_613307badfa5586f81c9aa43fb9ad687,Perché il problema a tutt’oggi non è stato risolto
9111,6333_9_61b024515235a2502765147cf54a0519,Per spiegare meglio il problema
9112,6333_9_61c0e2d936f96fdca48cbc67d1a70cca,Non avevo linea
9113,6333_9_61d210e2e21b1831672c744cce57ce08,Non risoluzione del problema
9114,6333_9_61f3575b853a3799cb9914a90dcc19a3,X avete informazioni
9116,6333_9_623580d39032ec18df58e1a9de88ee4a,Linea ADSL non funzionante per il 70% in ogni mese
9117,6333_9_624f3b976918dd1b265c648ae3716527,"Xche' tutti gli operatori del 191 dal call-center ai vari tecnici  pretendevano risolvere la questione dai loro computer senza mai degnarsi di inviare un tecnico sul posto - tecnico che è intervenuto senza avviso in data 11.04 confermando il guasto riscontrato, cambiando le coppie di linea e confermandomi la scarsa  qualità della linea Tim tra il mio router e l'armadio di cablaggio più vicino (linea stravecchia risalente agli anni 70 mai cambiata oppure rimodernata) - questo tipo di disservizio ovviamente non è stato risolto dal tecnico intervenuto"
9118,6333_9_6258590ac071b5a180f80578faa9de31,"ADSL lenta, passare a fibra"
9126,6333_9_62ee0c1c24a6a192206104f458c66d6e,Perché il guasto era ancora presente il giorno dopo
9128,6333_9_62f18c16229ae3480a1fe3bd0a57559e,Perché mi mettevano giù il telefono gli operatori che chiamavo
9130,6333_9_631b89c8aacc8ef8601749447c4581ca,Dopo pochi minuti mi hanno risposto che il guasto era riparato ma non era cambiato nulla...
9131,6333_9_631beab421ab2cdfcfe9eba05b9eaa78,Siamo un ufficio ci serve per lavorare di fatto venerdì scorso non abbiamo lavorato
9134,6333_9_6337657e7b128f97372e225be1023213,Negozio 10 giorni senza linea per un semplice filo staccato nell'armadio
9135,6333_9_63391736ffa0bdd98f211af5378b4e1e,Perché nessuno mi dava termine lavori riparazione
9136,6333_9_633b9ff1fe0822011f6e9d0ac620867b,Siamo rimasti senza linea telefonica per quasi 40 giorni.
9141,6333_9_639319ea102d2cdb5f7716d650099cd9,Mi chiedo come mai ho dovuto accettare di pagare 29€ per cercare di risolvere il problema
9145,6333_9_63bba72a9dfe3ab2f86ca14731681b67,Perché nessun operatore riesce a darmi una risposta esaustiva
9147,6333_9_63f33d159d94e7153291e7ba3a2fec23,Perche il problema susiste anchora
9148,6333_9_641c505d2b9725dce782fb7fffa62f55,Per esigenze di lavoro
9153,6333_9_649ea21a5c811cd4db1028456e70c7bb,Non è stato risolto il problema
9156,6333_9_64bda8b3f0a42b3c86ae2771d4b01c30,"Non è stata tuttora attivata la portabilità del numero considerando che doveva essere contestuale alla disattivazione dal vecchio operatore (27/03/2018). Ogni operatore chiamato ha promesso interventi o soluzioni che sono state disattese. Dall’inizio di gennaio 2018 ho firmato le pratiche per interrompere la vecchia fornitura e al 09/04 ancora non avete concluso. Mi è stata fatta una proposta per il numero ######### che non prevedeva spese, ma la prima fattura è di circa €250. Come potrei consigliare ad un amico il vostro servizio?"
